idx,Machine_Name,Item No,working time,Thickness 1(mm),Thickness 2(mm),weld force(bar),weld current(kA),weld Voltage(v),weld time(ms),Thickness 1(mm)_scaled,Thickness 2(mm)_scaled,weld force(bar)_scaled,weld current(kA)_scaled,weld Voltage(v)_scaled,weld time(ms)_scaled,anomaly_score,is_anomaly
39,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3,14.61,2.698,71.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.7915668995852801,-0.97765112587383,-0.4506753866742287,-1.1470878162667193,0.1769720260723326,0
40,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3,14.61,2.698,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.7915668995852801,-0.97765112587383,-0.4506753866742287,0.4329079702736452,0.20148255909965218,0
41,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.61,2.6910000000000003,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0618789949582977,-0.97765112587383,-1.2568669144836604,0.4329079702736452,0.09383762573536814,0
42,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.61,2.6910000000000003,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0618789949582977,-0.97765112587383,-1.2568669144836604,-1.1470878162667193,0.07274871592724164,0
43,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.33,14.61,2.699,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.151482478677592,-0.97765112587383,-0.3355051684157458,0.4329079702736452,0.23652622352600555,0
44,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.33,14.61,2.699,70.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.151482478677592,-0.97765112587383,-0.3355051684157458,-2.727083602807084,0.06158355429212703,0
45,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.6,2.704,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.7019634158659859,-1.0906745597233647,0.24034592287672,-1.1470878162667193,0.20230583260363172,0
46,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.6,2.704,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.7019634158659859,-1.0906745597233647,0.24034592287672,0.4329079702736452,0.2361100338629185,0
47,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.31,14.6,2.71,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.578205425949381,-1.0906745597233647,0.93136723242772,0.4329079702736452,0.16293678446023313,0
48,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.31,14.6,2.71,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.578205425949381,-1.0906745597233647,0.93136723242772,0.4329079702736452,0.16293678446023313,0
49,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.570000000000002,2.7110000000000003,73.0,-2.220446049250313e-16,-2.220446049250313e-16,0.4886019422300961,-1.4297448612718882,1.046537450686254,2.01290375681401,0.044278938363164766,0
50,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.570000000000002,2.7110000000000003,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.4886019422300961,-1.4297448612718882,1.046537450686254,-1.1470878162667193,0.13334766104853246,0
51,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.590000000000002,2.709,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.2752404685941969,-1.2036979935728591,0.8161970141691858,-1.1470878162667193,0.161255052791414,0
52,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.590000000000002,2.709,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.2752404685941969,-1.2036979935728591,0.8161970141691858,0.4329079702736452,0.18831267821490594,0
53,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.7030000000000003,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.2036979935728591,0.1251757046182882,0.4329079702736452,0.22807572130290188,0
54,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.7030000000000003,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.2036979935728591,0.1251757046182882,0.4329079702736452,0.22807572130290188,0
55,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.590000000000002,2.697,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0618789949582977,-1.2036979935728591,-0.5658456049327116,0.4329079702736452,0.21219554333846158,0
56,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.590000000000002,2.697,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0618789949582977,-1.2036979935728591,-0.5658456049327116,0.4329079702736452,0.21219554333846158,0
57,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.6,2.689,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.2752404685941969,-1.0906745597233647,-1.4872073510007289,0.4329079702736452,0.08229944002188283,0
58,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.6,2.689,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.2752404685941969,-1.0906745597233647,-1.4872073510007289,0.4329079702736452,0.08229944002188283,0
59,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.590000000000002,2.692,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.7019634158659859,-1.2036979935728591,-1.1416966962252286,-1.1470878162667193,0.0967804911648108,0
60,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.590000000000002,2.692,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.7019634158659859,-1.2036979935728591,-1.1416966962252286,-1.1470878162667193,0.0967804911648108,0
61,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.63,2.701,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0618789949582977,-0.751604258174801,-0.1051647318987287,-1.1470878162667193,0.22137021687685698,0
62,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.63,2.701,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0618789949582977,-0.751604258174801,-0.1051647318987287,-1.1470878162667193,0.22137021687685698,0
63,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3,14.58,2.708,71.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.7915668995852801,-1.3167214274223935,0.701026795910754,-1.1470878162667193,0.14654035754271294,0
64,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3,14.58,2.708,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.7915668995852801,-1.3167214274223935,0.701026795910754,0.4329079702736452,0.16751762976836004,0
65,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.31,14.6,2.71,73.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.578205425949381,-1.0906745597233647,0.93136723242772,2.01290375681401,0.04224273006733914,0
66,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.31,14.6,2.71,71.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.578205425949381,-1.0906745597233647,0.93136723242772,-1.1470878162667193,0.13470981755633626,0
67,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.25,14.62,2.7110000000000003,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-1.858374267764748,-0.8646276920243355,1.046537450686254,0.4329079702736452,0.10708873767230354,0
68,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.25,14.62,2.7110000000000003,71.0,-2.220446049250313e-16,-2.220446049250313e-16,-1.858374267764748,-0.8646276920243355,1.046537450686254,-1.1470878162667193,0.0690158768021667,0
69,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.19,14.61,2.705,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-3.1385431095801146,-0.97765112587383,0.3555161411352541,0.4329079702736452,0.10582916660869801,0
70,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.19,14.61,2.705,73.0,-2.220446049250313e-16,-2.220446049250313e-16,-3.1385431095801146,-0.97765112587383,0.3555161411352541,2.01290375681401,0.0035199183969478742,0
71,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.17,14.64,2.701,71.0,-2.220446049250313e-16,-2.220446049250313e-16,-3.5652660568519035,-0.6385808243253065,-0.1051647318987287,-1.1470878162667193,0.06833360166270785,0
72,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.17,14.64,2.701,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-3.5652660568519035,-0.6385808243253065,-0.1051647318987287,0.4329079702736452,0.10595550685201216,0
73,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.16,14.64,2.698,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-3.7786275304877934,-0.6385808243253065,-0.4506753866742287,0.4329079702736452,0.09253002684027833,0
74,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.16,14.64,2.698,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-3.7786275304877934,-0.6385808243253065,-0.4506753866742287,0.4329079702736452,0.09253002684027833,0
75,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.18,14.65,2.699,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-3.351904583216004,-0.525557390475772,-0.3355051684157458,0.4329079702736452,0.11914684699998568,0
76,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.18,14.65,2.699,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-3.351904583216004,-0.525557390475772,-0.3355051684157458,0.4329079702736452,0.11914684699998568,0
77,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.26,14.6,2.702,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-1.6450127941288486,-1.0906745597233647,0.0100054863597541,0.4329079702736452,0.1664203098020567,0
78,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.26,14.6,2.702,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-1.6450127941288486,-1.0906745597233647,0.0100054863597541,0.4329079702736452,0.1664203098020567,0
79,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.570000000000002,2.701,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.4886019422300961,-1.4297448612718882,-0.1051647318987287,-1.1470878162667193,0.21466849285153883,0
80,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.570000000000002,2.701,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.4886019422300961,-1.4297448612718882,-0.1051647318987287,-1.1470878162667193,0.21466849285153883,0
81,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.6,2.707,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.7019634158659859,-1.0906745597233647,0.58585657765222,0.4329079702736452,0.20999749976292248,0
82,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.6,2.707,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.7019634158659859,-1.0906745597233647,0.58585657765222,-1.1470878162667193,0.1831468747539538,0
83,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.7030000000000003,73.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.2036979935728591,0.1251757046182882,2.01290375681401,0.09504825820780427,0
84,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.7030000000000003,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.2036979935728591,0.1251757046182882,0.4329079702736452,0.22807572130290188,0
85,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.55,2.702,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.2752404685941969,-1.6557917289709574,0.0100054863597541,0.4329079702736452,0.2197328450201504,0
86,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.55,2.702,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.2752404685941969,-1.6557917289709574,0.0100054863597541,0.4329079702736452,0.2197328450201504,0
87,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.58,2.698,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.3167214274223935,-0.4506753866742287,0.4329079702736452,0.2109985829969257,0
88,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.58,2.698,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.3167214274223935,-0.4506753866742287,0.4329079702736452,0.2109985829969257,0
89,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.58,2.697,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.2752404685941969,-1.3167214274223935,-0.5658456049327116,0.4329079702736452,0.21685952580226625,0
90,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.58,2.697,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.2752404685941969,-1.3167214274223935,-0.5658456049327116,0.4329079702736452,0.21685952580226625,0
91,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.55,2.701,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.7019634158659859,-1.6557917289709574,-0.1051647318987287,0.4329079702736452,0.2247796069346119,0
92,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.55,2.701,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.7019634158659859,-1.6557917289709574,-0.1051647318987287,0.4329079702736452,0.2247796069346119,0
93,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.39,14.570000000000002,2.7060000000000004,71.0,-2.220446049250313e-16,-2.220446049250313e-16,1.1286863631377653,-1.4297448612718882,0.4706863593937881,-1.1470878162667193,0.15308917923656967,0
94,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.39,14.570000000000002,2.7060000000000004,71.0,-2.220446049250313e-16,-2.220446049250313e-16,1.1286863631377653,-1.4297448612718882,0.4706863593937881,-1.1470878162667193,0.15308917923656967,0
95,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.58,2.709,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.2752404685941969,-1.3167214274223935,0.8161970141691858,0.4329079702736452,0.18203720228335757,0
96,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.58,2.709,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.2752404685941969,-1.3167214274223935,0.8161970141691858,-1.1470878162667193,0.1545839898709942,0
97,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.55,2.7060000000000004,73.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.6557917289709574,0.4706863593937881,2.01290375681401,0.06249508555599481,0
98,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.33,14.55,2.7060000000000004,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.151482478677592,-1.6557917289709574,0.4706863593937881,0.4329079702736452,0.17676115940198478,0
99,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.704,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.2036979935728591,0.24034592287672,0.4329079702736452,0.2240367018873779,0
100,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.33,14.590000000000002,2.704,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.151482478677592,-1.2036979935728591,0.24034592287672,0.4329079702736452,0.2200440110430159,0
101,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.58,2.7030000000000003,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.3167214274223935,0.1251757046182882,0.4329079702736452,0.2303003578443033,0
102,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.33,14.58,2.7030000000000003,72.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.151482478677592,-1.3167214274223935,0.1251757046182882,0.4329079702736452,0.21804184623675693,0
103,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.58,2.695,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.7019634158659859,-1.3167214274223935,-0.7961860414497287,-1.1470878162667193,0.13715202608475963,0
104,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.58,2.695,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.7019634158659859,-1.3167214274223935,-0.7961860414497287,0.4329079702736452,0.1653732214967737,0
105,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.6,2.694,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0618789949582977,-1.0906745597233647,-0.9113562597082115,0.4329079702736452,0.1495220875890601,0
106,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.6,2.694,71.0,-2.220446049250313e-16,-2.220446049250313e-16,0.4886019422300961,-1.0906745597233647,-0.9113562597082115,-1.1470878162667193,0.12476464587243874,0
107,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.56,2.698,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.7019634158659859,-1.5427682951214228,-0.4506753866742287,0.4329079702736452,0.21387125063110252,0
108,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.56,2.698,70.0,-2.220446049250313e-16,-2.220446049250313e-16,0.2752404685941969,-1.5427682951214228,-0.4506753866742287,-2.727083602807084,0.05232150728614182,0
109,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.39,14.570000000000002,2.704,71.0,-2.220446049250313e-16,-2.220446049250313e-16,1.1286863631377653,-1.4297448612718882,0.24034592287672,-1.1470878162667193,0.165887185279124,0
110,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.39,14.570000000000002,2.704,72.0,-2.220446049250313e-16,-2.220446049250313e-16,1.1286863631377653,-1.4297448612718882,0.24034592287672,0.4329079702736452,0.20097122706172404,0
111,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.570000000000002,2.708,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.4297448612718882,0.701026795910754,0.4329079702736452,0.1918640558615699,0
112,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.570000000000002,2.708,72.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.4297448612718882,0.701026795910754,0.4329079702736452,0.1918640558615699,0
113,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.54,2.709,73.0,-2.220446049250313e-16,-2.220446049250313e-16,0.9153248895018756,-1.7688151628204518,0.8161970141691858,2.01290375681401,0.038931885787694354,0
