idx,Machine_Name,Item No,working time,Thickness 1(mm),Thickness 2(mm),weld force(bar),weld current(kA),weld Voltage(v),weld time(ms),Thickness 1(mm)_scaled,Thickness 2(mm)_scaled,weld force(bar)_scaled,weld current(kA)_scaled,weld Voltage(v)_scaled,weld time(ms)_scaled
12,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.590000000000002,2.698,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.2243681300825389,-0.25197641255277275,0.43649902211044
13,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.590000000000002,2.699,73.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.2243681300825389,-0.21148831816140784,2.0187201791607468
14,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.590000000000002,2.699,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.2243681300825389,-0.21148831816140784,-1.1457221349398665
15,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.590000000000002,2.7,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.2243681300825389,-0.17100022377002494,-1.1457221349398665
16,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.590000000000002,2.7,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.2243681300825389,-0.17100022377002494,0.43649902211044
17,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.58,2.705,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3076610148722333,-1.3253820966712888,0.03144024818681769,0.43649902211044
18,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.58,2.705,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.3253820966712888,0.03144024818681769,0.43649902211044
19,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.36,14.549999999999999,2.7039999999999997,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2939238571860173,-1.6284239964375031,-0.009047846204565219,0.43649902211044
20,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.36,14.549999999999999,2.7039999999999997,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2939238571860173,-1.6284239964375031,-0.009047846204565219,0.43649902211044
21,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.549999999999999,2.7030000000000003,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3076610148722333,-1.6284239964375031,-0.04953594059591217,0.43649902211044
22,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.549999999999999,2.7030000000000003,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3076610148722333,-1.6284239964375031,-0.04953594059591217,0.43649902211044
23,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.570000000000002,2.701,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.426396063260003,-0.13051212937866,-1.1457221349398665
24,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.570000000000002,2.701,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.426396063260003,-0.13051212937866,-1.1457221349398665
25,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.58,2.699,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.3253820966712888,-0.21148831816140784,-1.1457221349398665
26,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.58,2.699,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.3253820966712888,-0.21148831816140784,-1.1457221349398665
27,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3,14.610000000000001,2.7,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3351353302446652,-1.0223401969050745,-0.17100022377002494,-1.1457221349398665
28,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3,14.610000000000001,2.7,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3351353302446652,-1.0223401969050745,-0.17100022377002494,0.43649902211044
29,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.56,2.7039999999999997,73.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.5274100298487532,-0.009047846204565219,2.0187201791607468
30,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.56,2.7039999999999997,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.5274100298487532,-0.009047846204565219,-1.1457221349398665
31,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.71,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.2243681300825389,0.23388072014366032,0.43649902211044
32,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.71,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.2243681300825389,0.23388072014366032,-1.1457221349398665
33,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.590000000000002,2.707,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.2243681300825389,0.11241643696954755,0.43649902211044
34,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.590000000000002,2.707,73.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.2243681300825389,0.11241643696954755,2.0187201791607468
35,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.33,14.570000000000002,2.7039999999999997,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3145295937153411,-1.426396063260003,-0.009047846204565219,-1.1457221349398665
36,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.570000000000002,2.7039999999999997,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.426396063260003,-0.009047846204565219,0.43649902211044
37,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.62,2.7,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-0.9213262303163604,-0.17100022377002494,0.43649902211044
38,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.31,14.62,2.7,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.32826675140155703,-0.9213262303163604,-0.17100022377002494,0.43649902211044
39,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3,14.610000000000001,2.698,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3351353302446652,-1.0223401969050745,-0.25197641255277275,-1.1457221349398665
40,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3,14.610000000000001,2.698,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3351353302446652,-1.0223401969050745,-0.25197641255277275,0.43649902211044
41,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.610000000000001,2.6910000000000003,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3076610148722333,-1.0223401969050745,-0.5353930732923452,0.43649902211044
42,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.610000000000001,2.6910000000000003,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3076610148722333,-1.0223401969050745,-0.5353930732923452,-1.1457221349398665
43,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.33,14.610000000000001,2.699,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3145295937153411,-1.0223401969050745,-0.21148831816140784,0.43649902211044
44,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.33,14.610000000000001,2.699,70.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3145295937153411,-1.0223401969050745,-0.21148831816140784,-2.727943291990173
45,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.6,2.7039999999999997,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.1233541634938247,-0.009047846204565219,-1.1457221349398665
46,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.6,2.7039999999999997,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.1233541634938247,-0.009047846204565219,0.43649902211044
47,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.31,14.6,2.71,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.32826675140155703,-1.1233541634938247,0.23388072014366032,0.43649902211044
48,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.31,14.6,2.71,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.32826675140155703,-1.1233541634938247,0.23388072014366032,0.43649902211044
49,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.570000000000002,2.7110000000000003,73.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.426396063260003,0.27436881453504325,2.0187201791607468
50,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.570000000000002,2.7110000000000003,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.426396063260003,0.27436881453504325,-1.1457221349398665
51,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.590000000000002,2.7089999999999996,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.2243681300825389,0.1933926257522774,-1.1457221349398665
52,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.590000000000002,2.7089999999999996,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.2243681300825389,0.1933926257522774,0.43649902211044
53,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.7030000000000003,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.2243681300825389,-0.04953594059591217,0.43649902211044
54,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.7030000000000003,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.2243681300825389,-0.04953594059591217,0.43649902211044
55,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.590000000000002,2.697,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3076610148722333,-1.2243681300825389,-0.29246450694413767,0.43649902211044
56,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.590000000000002,2.697,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3076610148722333,-1.2243681300825389,-0.29246450694413767,0.43649902211044
57,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.6,2.6889999999999996,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.1233541634938247,-0.6163692620751111,0.43649902211044
58,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.6,2.6889999999999996,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.1233541634938247,-0.6163692620751111,0.43649902211044
59,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.590000000000002,2.6919999999999997,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.2243681300825389,-0.49490497890099827,-1.1457221349398665
60,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.590000000000002,2.6919999999999997,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.2243681300825389,-0.49490497890099827,-1.1457221349398665
61,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.63,2.701,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3076610148722333,-0.8203122637276103,-0.13051212937866,-1.1457221349398665
62,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.63,2.701,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3076610148722333,-0.8203122637276103,-0.13051212937866,-1.1457221349398665
63,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3,14.58,2.708,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3351353302446652,-1.3253820966712888,0.15290453136093046,-1.1457221349398665
64,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3,14.58,2.708,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3351353302446652,-1.3253820966712888,0.15290453136093046,0.43649902211044
65,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.31,14.6,2.71,73.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.32826675140155703,-1.1233541634938247,0.23388072014366032,2.0187201791607468
66,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.31,14.6,2.71,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.32826675140155703,-1.1233541634938247,0.23388072014366032,-1.1457221349398665
67,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.25,14.62,2.7110000000000003,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3694782244602049,-0.9213262303163604,0.27436881453504325,0.43649902211044
68,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.25,14.62,2.7110000000000003,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3694782244602049,-0.9213262303163604,0.27436881453504325,-1.1457221349398665
69,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.19,14.610000000000001,2.705,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.4106896975188527,-1.0223401969050745,0.03144024818681769,0.43649902211044
70,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.19,14.610000000000001,2.705,73.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.4106896975188527,-1.0223401969050745,0.03144024818681769,2.0187201791607468
71,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.17,14.639999999999999,2.701,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.4244268552050686,-0.7192982971388961,-0.13051212937866,-1.1457221349398665
72,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.17,14.639999999999999,2.701,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.4244268552050686,-0.7192982971388961,-0.13051212937866,0.43649902211044
73,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.16,14.639999999999999,2.698,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.43129543404817644,-0.7192982971388961,-0.25197641255277275,0.43649902211044
74,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.16,14.639999999999999,2.698,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.43129543404817644,-0.7192982971388961,-0.25197641255277275,0.43649902211044
75,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.18,14.65,2.699,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.4175582763619605,-0.6182843305501461,-0.21148831816140784,0.43649902211044
76,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.18,14.65,2.699,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.4175582763619605,-0.6182843305501461,-0.21148831816140784,0.43649902211044
77,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.2600000000000002,14.6,2.702,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.36260964561709674,-1.1233541634938247,-0.09002403498729507,0.43649902211044
78,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.2600000000000002,14.6,2.702,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.36260964561709674,-1.1233541634938247,-0.09002403498729507,0.43649902211044
79,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.570000000000002,2.701,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.426396063260003,-0.13051212937866,-1.1457221349398665
80,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.570000000000002,2.701,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.426396063260003,-0.13051212937866,-1.1457221349398665
81,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.6,2.707,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.1233541634938247,0.11241643696954755,0.43649902211044
82,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.6,2.707,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.1233541634938247,0.11241643696954755,-1.1457221349398665
83,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.7030000000000003,73.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.2243681300825389,-0.04953594059591217,2.0187201791607468
84,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.7030000000000003,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.2243681300825389,-0.04953594059591217,0.43649902211044
85,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.549999999999999,2.702,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.6284239964375031,-0.09002403498729507,0.43649902211044
86,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.549999999999999,2.702,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.6284239964375031,-0.09002403498729507,0.43649902211044
87,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.58,2.698,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.3253820966712888,-0.25197641255277275,0.43649902211044
88,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.58,2.698,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.3253820966712888,-0.25197641255277275,0.43649902211044
89,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.58,2.697,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.3253820966712888,-0.29246450694413767,0.43649902211044
90,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.58,2.697,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.3253820966712888,-0.29246450694413767,0.43649902211044
91,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.549999999999999,2.701,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.6284239964375031,-0.13051212937866,0.43649902211044
92,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.549999999999999,2.701,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.6284239964375031,-0.13051212937866,0.43649902211044
93,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3899999999999997,14.570000000000002,2.7060000000000004,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2733181206566936,-1.426396063260003,0.0719283425782006,-1.1457221349398665
94,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3899999999999997,14.570000000000002,2.7060000000000004,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2733181206566936,-1.426396063260003,0.0719283425782006,-1.1457221349398665
95,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.58,2.7089999999999996,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.3253820966712888,0.1933926257522774,0.43649902211044
96,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.58,2.7089999999999996,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.3253820966712888,0.1933926257522774,-1.1457221349398665
97,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.549999999999999,2.7060000000000004,73.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.6284239964375031,0.0719283425782006,2.0187201791607468
98,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.33,14.549999999999999,2.7060000000000004,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3145295937153411,-1.6284239964375031,0.0719283425782006,0.43649902211044
99,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.590000000000002,2.7039999999999997,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.2243681300825389,-0.009047846204565219,0.43649902211044
100,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.33,14.590000000000002,2.7039999999999997,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3145295937153411,-1.2243681300825389,-0.009047846204565219,0.43649902211044
101,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.58,2.7030000000000003,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.3253820966712888,-0.04953594059591217,0.43649902211044
102,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.33,14.58,2.7030000000000003,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3145295937153411,-1.3253820966712888,-0.04953594059591217,0.43649902211044
103,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.58,2.695,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.3253820966712888,-0.37344069572688554,-1.1457221349398665
104,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.58,2.695,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.3253820966712888,-0.37344069572688554,0.43649902211044
105,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.34,14.6,2.694,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.3076610148722333,-1.1233541634938247,-0.41392879011825046,0.43649902211044
106,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.6,2.694,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.1233541634938247,-0.41392879011825046,-1.1457221349398665
107,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.56,2.698,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.5274100298487532,-0.25197641255277275,0.43649902211044
108,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.35,14.56,2.698,70.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.30079243602912514,-1.5274100298487532,-0.25197641255277275,-2.727943291990173
109,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3899999999999997,14.570000000000002,2.7039999999999997,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2733181206566936,-1.426396063260003,-0.009047846204565219,-1.1457221349398665
110,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3899999999999997,14.570000000000002,2.7039999999999997,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2733181206566936,-1.426396063260003,-0.009047846204565219,0.43649902211044
111,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.570000000000002,2.708,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.426396063260003,0.15290453136093046,0.43649902211044
112,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.570000000000002,2.708,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.426396063260003,0.15290453136093046,0.43649902211044
113,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.540000000000001,2.7089999999999996,73.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.7294379630262173,0.1933926257522774,2.0187201791607468
114,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.540000000000001,2.7089999999999996,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.7294379630262173,0.1933926257522774,-1.1457221349398665
115,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.549999999999999,2.702,71.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.6284239964375031,-0.09002403498729507,-1.1457221349398665
116,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.38,14.549999999999999,2.702,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2801866994998014,-1.6284239964375031,-0.09002403498729507,0.43649902211044
117,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.58,2.7030000000000003,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.3253820966712888,-0.04953594059591217,0.43649902211044
118,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.37,14.58,2.7030000000000003,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.2870552783429092,-1.3253820966712888,-0.04953594059591217,0.43649902211044
119,Spot-01,65235-25800,2020-03-24,0.7,0.7,2.3600000000000003,14.58,2.701,72.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.29392385718601705,-1.3253820966712888,-0.13051212937866,0.43649902211044
