,Injection_Time,Filling_Time,Plasticizing_Time,Cycle_Time,Clamp_Close_Time,Cushion_Position,Plasticizing_Position,Max_Injection_Speed,Max_Screw_RPM,Average_Screw_RPM,Max_Injection_Pressure,Max_Switch_Over_Pressure,Max_Back_Pressure,Average_Back_Pressure,Barrel_Temperature_1,Barrel_Temperature_2,Barrel_Temperature_3,Barrel_Temperature_4,Barrel_Temperature_5,Barrel_Temperature_6,Hopper_Temperature,Mold_Temperature_3,Mold_Temperature_4
Max_Injection_Pressure,0.19982467947120017,0.8019170674289272,-0.2589177416021346,-0.11693359754712528,-0.4005540373034566,-0.8038506325849281,0.3860073341347048,-0.8191750058779259,0.011767140632658357,-0.07450540455181531,1.0,0.7909094607901617,0.6791447308243044,0.6616893261311103,0.03502140488423323,-0.007426764832738436,-0.01607477196326472,0.17684502152426332,-0.10121899470195661,-0.16003327188030403,-0.40372390717050854,0.30182784507183524,0.34756662517192116
Max_Switch_Over_Pressure,0.18513408184165311,0.7372140502679763,-0.38892378294357033,-0.13956727536406494,-0.5041892025782663,-0.7950347110474476,0.4150632847790604,-0.8686943102685103,-0.026824011477598768,-0.06658642101499403,0.7909094607901617,1.0,0.7980095024934833,0.7554897749275825,0.022103008374821546,0.023154720499641793,-0.003906599557365843,0.21901472532446556,-0.11750625639988807,-0.08925217668039576,-0.5556485989339783,0.28021885731738766,0.3325275820447335
Max_Back_Pressure,0.15520054659189533,0.6440544431332472,-0.44461361025736446,-0.08365256883708969,-0.43738540007860593,-0.6820580680923117,0.365887650559372,-0.7425567294337193,-0.02043652580116679,-0.06422338322852847,0.6791447308243044,0.7980095024934833,1.0,0.944221497842624,-0.022747809570633517,-0.034270188413994415,0.09927334774481855,0.575510712426501,-0.07675695717856053,-0.02644541938363094,-0.45448131924792307,0.2992395972997243,0.3361178710775759
Average_Back_Pressure,0.1585091081215943,0.6311072335644188,-0.5477880750577083,-0.11974059557829106,-0.48749998904296526,-0.6662358131879126,0.38095203067461003,-0.7634462130869981,-0.046159907319025695,-0.29960337639266793,0.6616893261311103,0.7554897749275825,0.944221497842624,1.0,0.0008283796661357488,-0.03850241851409679,0.11142167326963708,0.5188499342214095,-0.04492879230075383,-0.009518547173840868,-0.47533494373724705,0.4171447218807835,0.4579281799705445
Barrel_Temperature_1,0.07861977490404458,0.016078981963574372,0.012557167978134734,-0.07145448664479712,0.02014301950007137,0.017331831558986738,-0.02121032902739972,-0.03546702509381255,0.0209692481559257,-0.08209687475338566,0.03502140488423323,0.022103008374821546,-0.022747809570633517,0.0008283796661357488,1.0,-0.014810011514083026,0.3775920515506171,-0.06906815893334559,0.11499648244259186,0.22638408383540584,0.028356907858003016,0.05778873319086686,0.06146660759011365
Barrel_Temperature_2,0.028058900952494976,0.04254393551257669,0.010639680516633014,-0.012184998622464246,0.061298914197548786,0.01985923629841004,-0.018773649350473338,0.022845032673977844,0.0018771146213289373,0.08052952996700467,-0.007426764832738436,0.023154720499641793,-0.034270188413994415,-0.03850241851409679,-0.014810011514083026,1.0,-0.040722139813364824,-0.034273314109246805,-0.012511708200308651,-0.029871592845501525,0.06238079118382012,0.05467857599962453,0.05075332939171576
Barrel_Temperature_3,0.03476977719600453,0.022247028934551,-0.08572085987306824,0.008669350980372794,0.0006257905991854413,0.034600081689099206,-0.010801098104069018,-0.008600137573704964,0.039954550810755475,-0.021530925806330793,-0.01607477196326472,-0.003906599557365843,0.09927334774481855,0.11142167326963708,0.3775920515506171,-0.040722139813364824,1.0,0.20154499823243413,0.2345976830061902,0.16048690731386533,0.019852787764554188,0.049113977697704876,0.04501663362459049
Barrel_Temperature_4,0.04055048318736294,0.17281096175430663,-0.26069900776024113,0.05716251179124226,0.011996091862561693,-0.12566721010819246,0.053559007737927905,-0.14524754794468234,-0.042321017874023564,0.000259158403464565,0.17684502152426332,0.21901472532446556,0.575510712426501,0.5188499342214095,-0.06906815893334559,-0.034273314109246805,0.20154499823243413,1.0,-0.08924644864225374,-0.04844308998683039,0.04029614368026748,0.03790516292502135,0.029608560591345104
Barrel_Temperature_5,0.006300543262412113,-0.08725866066583925,0.028653911607207597,-0.05434858316070698,-0.014366367279962223,0.11745540258047299,-0.009607600753199639,0.0922571435883515,0.013824682794712951,-0.04826231842406421,-0.10121899470195661,-0.11750625639988807,-0.07675695717856053,-0.04492879230075383,0.11499648244259186,-0.012511708200308651,0.2345976830061902,-0.08924644864225374,1.0,0.017324209356619564,-0.003351374144160155,0.07429829432990628,0.07290563808508452
Barrel_Temperature_6,-0.007148755214399815,-0.08295626764599628,-0.04066928300818727,-0.03394932438389437,-0.035580006358327344,0.08556113920527518,-0.12411030454404084,0.07182979876721919,0.001677795645011421,-0.02130383018443127,-0.16003327188030403,-0.08925217668039576,-0.02644541938363094,-0.009518547173840868,0.22638408383540584,-0.029871592845501525,0.16048690731386533,-0.04844308998683039,0.017324209356619564,1.0,0.012363449055657378,0.10142900568571676,0.10013770632271242
Hopper_Temperature,-0.08140428741816974,-0.37948494855715403,0.28484351941187713,0.11411759064672962,0.5561710066046797,0.4401117551055453,-0.476933918733785,0.5628681857208707,0.04180603499449068,0.031853036859091174,-0.40372390717050854,-0.5556485989339783,-0.45448131924792307,-0.47533494373724705,0.028356907858003016,0.06238079118382012,0.019852787764554188,0.04029614368026748,-0.003351374144160155,0.012363449055657378,1.0,-0.029899026011300185,-0.08774428287732491
Mold_Temperature_3,0.13518962183768257,0.36382116395131003,-0.5259934160569611,-0.2079159722152409,-0.35404378127569025,-0.35114343132135,0.11552356683655358,-0.4336448353764015,0.014697738213293364,-0.3433732725230002,0.30182784507183524,0.28021885731738766,0.2992395972997243,0.4171447218807835,0.05778873319086686,0.05467857599962453,0.049113977697704876,0.03790516292502135,0.07429829432990628,0.10142900568571676,-0.029899026011300185,1.0,0.9870140298312005
Mold_Temperature_4,0.14302601815773452,0.40705674870727215,-0.5588070302186462,-0.2156839365544159,-0.36265820259859227,-0.3975098188534726,0.12184428906805539,-0.49164220566526046,0.013968603615729465,-0.353148661443317,0.34756662517192116,0.3325275820447335,0.3361178710775759,0.4579281799705445,0.06146660759011365,0.05075332939171576,0.04501663362459049,0.029608560591345104,0.07290563808508452,0.10013770632271242,-0.08774428287732491,0.9870140298312005,1.0
