idx,PassOrFail,nn1_dist,nn5_mean_dist,nn1_idx,nn1_idx_gap
1463,0,2.834654165946055,3.381251357097014,1297,166
1465,0,2.929046463339647,3.0692657317292102,1405,60
1467,0,2.7586008441229954,2.820903649932593,1352,115
1469,0,3.175482396993017,3.481718146407718,1377,92
1471,0,2.952138602127071,3.138481547861917,1399,72
1473,0,2.002165209363881,2.436589363346285,1401,72
1475,0,2.6131600222926905,2.8828568130728685,1349,126
1477,0,3.281875856580863,3.7303710272777812,1481,4
1479,0,3.6360067237434257,3.8052696316133967,1425,54
1481,0,3.1608262262262237,3.2165725792078015,1579,98
1483,0,2.1635196518318396,3.2579109872158156,2013,530
1485,0,2.7357797392969743,3.173654911341043,1567,82
1487,0,3.267717889092551,3.4253868994072105,1469,18
1489,0,3.069927162976562,3.261198256036767,1583,94
1491,0,2.033299386233572,2.385054065819097,1473,18
1493,0,2.619025229394856,2.8132458603237858,1907,414
1495,0,2.9758697058240826,3.5194116402184603,1333,162
1497,0,2.4139458895192725,2.689607469336699,1311,186
1499,0,2.4107202764165634,2.7206411685462824,1771,272
1501,0,2.5327523134262533,2.8899345931047398,1519,18
1503,0,3.0521268745652597,3.187226140469048,1793,290
1505,0,3.2130822135813077,3.3116534932612636,1589,84
1507,0,3.1769111829311147,3.297976455921821,1811,304
1509,0,3.7224074128606697,3.839629601577802,1527,18
1511,1,2.8231257526224307,3.0244670768162214,1675,164
1513,0,2.2997020941773685,2.880735558641644,1801,288
1515,1,2.656944872923741,2.8992684253816496,1729,214
1517,0,2.3995509052244794,2.678899441204208,1887,370
1519,0,2.3883240963141974,2.5502300436832344,1537,18
1521,1,2.733826878221441,3.098605789877636,1633,112
1523,0,2.98426488771701,3.4245224190187633,1543,20
1525,0,4.183604047966013,4.339797612795388,1655,130
1527,0,3.054813706991569,3.1598273763914753,1763,236
1529,0,3.2206859450825687,3.3034419244678723,1817,288
1531,0,2.7790421854197436,3.112618054233068,1819,288
1533,1,2.3102451188841373,2.8867520281007706,1583,50
1535,0,1.7927771961813002,2.3821863167152966,1553,18
1537,0,2.3883240963141974,2.830799875736489,1519,18
1539,0,3.137107058163562,3.20814000803587,1615,76
1541,0,2.599762539198079,2.7622522498089674,1597,56
1543,0,2.849654838697991,3.1409825997856844,1545,2
1545,0,2.2710761900103096,2.734306081601516,1829,284
1547,0,2.282547674690564,2.4851040413531993,1817,270
1549,0,3.055947648557349,3.2187342603667233,1657,108
1551,0,1.8804466038222798,2.329543827133102,1691,140
1553,0,1.7927771961813002,2.3601863493315234,1535,18
1555,0,1.632065352325829,2.422616537124154,1643,88
1557,1,2.470254714280968,2.7470098370061025,1577,20
1559,0,2.7857240316037295,3.0556677243723085,1497,62
1561,0,2.7259872729873478,3.3355194804982915,1727,166
1563,0,3.203750317097125,3.345603631347122,1759,196
1565,0,3.0115201884727965,3.211358172216303,1677,112
1567,0,2.445306569842733,2.751213833184497,1729,162
1569,0,2.769197400757665,2.9614424864045676,1693,124
1571,0,2.201774928729741,2.5955497227580553,1717,146
1573,0,2.5090356393838626,2.776576171790606,1790,217
1575,0,2.3561701164351585,2.6142509038654844,1685,110
1577,0,2.886126589797804,3.06616524306518,1759,182
1579,0,3.021408767071088,3.2965682308969,1599,20
1581,0,2.621998625441357,2.9415367271329775,1853,272
1583,0,2.246430280794409,2.47141424279818,1821,238
1585,0,2.862578772457305,3.0423822909002034,1853,268
1587,0,3.4013097452462766,3.6479846187570812,1531,56
1589,0,2.9481712517392604,3.0860916274354793,1591,2
1591,0,2.896687828334585,3.064355578313612,1865,274
1593,0,3.1114768777831903,3.4957250638508484,1629,36
1595,0,2.8272370414441177,3.289448696575339,1541,54
1597,0,2.386397848290141,2.7290520951818,1883,286
1599,0,3.021408767071088,3.476743248222262,1579,20
1601,0,2.6784888359954797,3.021316710080381,1708,107
1603,0,2.8013909490367817,2.983731712480845,1571,32
1605,0,2.4378605468769354,2.8179413910224307,1753,148
1607,0,3.1178631066494376,3.3787349152250217,1823,216
1609,0,2.2636817849092727,2.586247262131667,1807,198
1611,0,5.22035822218082,7.84024003332932,1279,332
1613,0,3.459930378130832,3.5226655590897957,1719,106
1615,0,2.2443581103058987,2.991655357301821,1667,52
1617,1,2.1915091116554395,2.844015144481019,1883,266
1619,0,2.788454081519753,2.984928732153498,1703,84
1621,1,2.747467573396838,2.969518884069326,1637,16
1623,0,2.3057917636409333,2.615540123808497,1805,182
1625,0,2.3735213648730094,2.708765224017106,1535,90
1627,0,2.977145416361011,3.1046414738476757,1603,24
1629,0,2.6453642000093494,2.703581355348002,1807,178
1631,0,3.1179256504230173,3.228664384480878,1793,162
1633,0,2.1150306325165187,2.545087787998919,1683,50
1635,0,2.087602346740518,2.6068557239487307,1685,50
1637,0,2.9016275251436734,3.110009879244039,1741,104
1639,0,2.2692780273011177,2.594013475080379,1801,162
1641,0,2.889687913957236,3.303009031410672,1837,196
1643,0,1.632065352325829,2.278784951151603,1555,88
1645,0,3.023232689563348,3.364422993332309,1589,56
1647,0,1.8261778993029083,2.664908771684833,1883,236
1649,0,2.6629701654211386,2.9280674419055113,1757,108
1651,0,2.7266560957307973,2.8371286279812473,1575,76
1653,0,2.4051924128966444,3.217727952976446,1708,55
1655,0,2.25555368908526,2.952198244861306,1691,36
1657,0,2.6656944574096824,2.897265143846495,1767,110
1659,0,2.1580431427942677,2.2553529722238013,1871,212
1661,0,2.083601383834372,2.664218811631133,1553,108
1663,0,2.1681006860892422,2.3674437074418604,1839,176
1665,0,2.8748725106038377,3.226741623023405,1789,124
1667,0,2.2443581103058987,2.579872691207915,1615,52
1669,0,3.0737136899183013,3.6750652024593493,1635,34
1671,0,2.7171801548054773,3.1589286828950316,1705,34
1673,1,2.6533836943199614,3.075655112293414,1815,142
1675,0,2.2653078420850536,2.5216976846759422,1659,16
1677,0,1.9202307909552614,2.548821184227342,1551,126
1679,0,2.7555676915919705,2.8667703669399733,1625,54
1681,0,3.3980784049572583,3.493594417868811,1631,50
1683,0,2.1150306325165187,2.5185600391130762,1633,50
1685,0,2.087602346740518,2.3280633234483954,1635,50
1687,0,3.064989737992857,3.516754571975594,1725,38
1689,0,3.018905079849521,3.1338792593299973,1339,350
1691,0,1.8804466038222798,2.2603827093125153,1551,140
1693,0,2.227577239771682,2.3459552300757065,1659,34
1695,0,1.993654656307896,3.02071657548554,1803,108
1697,0,3.9256910971653536,11.269390633888783,1869,172
1699,0,3.012756642445538,3.186945025482451,1841,142
1701,0,2.863370775483637,3.1853646675707052,1651,50
1703,0,2.6209903512832,2.988762177924115,1685,18
1705,0,2.5270087238403764,3.0629500322451375,1739,34
1707,0,2.885099954174277,3.287450813885408,1763,56
1708,0,2.4051924128966444,2.6051354901340806,1653,55
1711,0,2.787161187706283,3.1313384022382955,1583,128
1713,0,1.3007821472650105,2.1156822775292574,1853,140
1714,0,3.0753583963686153,3.2976271667526738,1783,69
1717,0,2.1136698759731796,2.4348423431240667,1861,144
1719,0,2.4763795321921633,2.8530447626305397,1845,126
1720,0,3.1691865893490205,3.3757884369956983,1683,37
1723,0,3.15350383629736,3.5278012623612263,1559,164
1725,0,2.2903530870457227,2.8774265574707334,1777,52
1727,0,2.7259872729873478,3.0062468561027003,1561,166
1729,0,2.1381831863775527,2.3304711758561707,1871,142
1731,0,2.168647985719765,2.3976077255441366,1819,88
1733,0,2.4551813434488445,2.610037281905003,1693,40
1735,0,3.705399804617081,4.031704342283223,1643,92
1737,0,2.727204122024872,3.050398413822715,1647,90
1739,0,2.4577056123330294,3.0393586252471883,1795,56
1741,0,2.3088076133877578,2.967383308031949,1887,146
1743,0,2.8521628065867897,3.3695304003431317,1829,86
1745,0,2.990258547727741,3.262606437527295,1581,164
1747,0,2.825386343458131,2.967863251108338,1749,2
1749,0,2.3649428667357473,2.6835778829220924,1551,198
1751,0,2.518391397002587,2.80952590369031,1855,104
1753,0,2.4378605468769354,2.8344650203184556,1605,148
1755,0,3.0481003421642554,3.3120017165935294,1801,46
1757,0,2.412399152332121,2.5902919537370517,1635,122
1759,0,2.4469511145851426,2.775822294843779,1887,128
1761,1,3.0015065951383786,3.19728584299959,1545,216
1763,0,2.356939403452918,2.7039192279005677,1729,34
1765,0,2.470256923794975,2.9760787004869487,1691,74
1767,0,2.6012655703563103,2.7315031959941596,1729,38
1769,0,2.4916331454336147,2.79814263202893,1801,32
1771,0,2.4107202764165634,2.816063673259788,1499,272
1773,0,2.317378298658016,2.4581613095775774,1717,56
1775,0,2.3141053620063348,2.6881388748967097,1633,142
1777,0,2.2903530870457227,3.1905360292231983,1725,52
1779,0,3.22881863288393,3.6246187037158597,1527,252
1781,0,2.6228975938176795,2.993426057080479,1763,18
1783,0,2.5653359774997906,2.7899340800974772,1675,108
1785,0,2.332121384667086,2.6187619439659935,1693,92
1787,0,2.465705304357421,2.7614899920884177,1535,252
1789,0,2.5902536062093064,3.0118497449759465,1757,32
1790,0,2.5090356393838626,2.770315499942302,1573,217
1793,0,2.656268615030497,2.8859515802279,1881,88
1795,0,2.4577056123330294,3.1858657400309607,1739,56
1797,0,2.509606238117047,2.892483759022446,1691,106
1799,0,2.971815534436256,3.1330478101722035,1639,160
1801,0,1.922914298891002,2.2418215897910394,1713,88
1803,0,1.993654656307896,2.905760270571341,1695,108
1805,0,2.3057917636409333,2.79844367791601,1623,182
1807,0,2.2636817849092727,2.554694181923849,1609,198
1809,0,2.7535198346238983,2.905204546243829,1861,52
1811,0,2.8382589405340712,3.0665967304623374,1667,144
1813,0,3.17873604546337,3.330211774042625,1845,32
1815,0,3.333638189604974,3.493198152006768,1647,168
1817,0,2.1488360725394564,2.412116371337909,1853,36
1819,0,2.168647985719765,2.491971299259637,1731,88
1821,0,2.246430280794409,2.413739809150229,1583,238
1823,0,3.1178631066494376,3.3038179872524225,1607,216
1825,0,2.8743329749081674,3.2886762803296543,1807,18
1827,0,3.0416561623425165,3.347935267240385,1719,108
1829,0,2.27107619001031,3.203178110973713,1545,284
1831,1,2.5680610033551874,2.753162752442978,1683,148
1833,0,2.619089957794126,3.235387722635452,1849,16
1835,0,2.8471125606738363,3.2762993538823246,1513,322
1837,0,2.524808821810583,2.739900945883618,1675,162
1839,0,2.1681006860892422,2.6183437782121652,1663,176
1841,0,2.8348298492023014,2.89639562942338,1790,51
1843,0,2.654914843009995,2.9635577117882947,1865,22
1845,0,2.2742526934087945,2.6099524155170926,1685,160
1847,0,2.7054641254203085,3.0225453313362043,1685,162
1849,0,2.619089957794126,3.2149300362502196,1833,16
1851,0,2.599845481066397,3.3002863528342568,1763,88
1853,0,1.3007821472650105,2.1900623204628955,1713,140
1855,0,2.518391397002587,2.79224325359318,1751,104
1857,0,2.3682486103899048,2.9223301884315216,1643,214
1859,0,3.4031432805530706,3.7320580121884404,1873,14
1861,0,2.1136698759731796,2.5822067590365787,1717,144
1863,0,2.433299596785934,3.0350508945141215,1881,18
1865,0,2.654914843009995,2.9566108151217474,1843,22
1867,0,3.390450068659314,4.139643078140062,1849,18
1869,0,3.9256910971653536,10.871432573465817,1697,172
1871,0,2.1381831863775527,2.3855783898376197,1729,142
1873,0,2.66644296596648,3.1616895307314605,1733,140
1875,0,2.8077565676423415,3.0483541051160428,1551,324
1877,0,3.060864015130931,3.097648624659142,1717,160
1879,0,3.136704605061412,3.5508044340633313,1537,342
1881,0,2.433299596785934,2.8404157400682966,1863,18
1883,0,1.8261778993029083,2.6707460008170365,1647,236
1885,0,2.7185102618012835,3.2726865488082213,1793,92
1887,0,2.3088076133877578,2.410574957451794,1741,146
1889,0,2.4185418292788254,2.910742996598328,1729,160
1891,0,2.3250523289482796,2.5251416873136243,1801,90
1893,0,3.446633552341275,3.7903605114935273,1949,56
1895,0,2.947497420657536,3.0493712362157295,1943,48
1897,1,3.3117963692260592,3.5029919058322165,1915,18
1899,0,3.030380692046731,3.2513628419405918,1939,40
1901,0,3.4675092232196265,3.715518503355022,1917,16
1903,0,3.1379550707749053,3.3926643839764474,2029,126
1905,0,2.5726969309009866,3.113871640030279,1961,56
1907,0,2.619025229394856,2.986121955428505,1493,414
1909,0,2.697741560507846,2.947064536455021,1929,20
1911,0,3.3726063600248,3.7960254231595463,1951,40
1913,0,2.898910168112604,3.2325190578321936,1915,2
1915,0,2.898910168112604,3.4285070982585735,1913,2
1917,0,2.956755193166414,3.3758562115076542,2027,110
1919,0,3.6183887947277222,3.8022367229415566,1899,20
1921,0,3.419552248025708,3.6373380631583268,1491,430
1923,0,3.5969643738810566,3.7277629014027283,1905,18
1925,0,3.1765022323530294,3.565989817852013,1946,21
1927,0,3.0628090119969107,3.456607215140779,2033,106
1929,0,2.469935999165846,3.0771403066429834,1949,20
1931,0,2.8637230060662,3.194934013466826,1909,22
1933,0,3.7868173429712133,3.9000538220406633,1949,16
1935,0,3.1253757458066582,3.456672946508559,1913,22
1937,1,2.661122199916926,3.392789910216733,1915,22
1939,0,3.030380692046731,3.1498989097364722,1899,40
1941,0,3.28985841606228,3.5618346483301915,1931,10
1943,0,2.947497420657536,3.08585434429554,1895,48
1945,0,3.388974325607135,3.6479567614728445,1985,40
1946,0,2.798865971740284,3.2446669189034205,1907,39
1949,0,2.469935999165846,3.127391823937278,1929,20
1951,0,2.9226725639843916,3.1651038023317875,1427,524
1953,0,3.024711146014609,3.3557181216042755,1995,42
1955,0,3.1668339809536845,3.3247716682554023,1995,40
1957,0,3.6042966790438276,3.6782962307811777,2025,68
1959,0,3.0367146555122972,3.135911782135846,1993,34
1961,0,2.5726969309009866,3.348060450593985,1905,56
1963,0,2.830829924717862,3.161177897832792,1981,18
1965,0,3.0506090554748875,3.344062249261198,2031,66
1967,0,3.0373153868110956,3.114332679878885,1983,16
1969,0,3.1196607978111763,3.4003449481040646,1999,30
1971,0,2.9143884759662853,3.3908459637739754,2005,34
1973,1,3.50008719062387,3.7035050838833725,1976,3
1975,0,3.8354310654481587,3.948888085001517,2029,54
1976,0,3.1157798489511,3.1364656115391822,2009,33
1979,0,3.0174736247683738,3.3525893667588056,1983,4
1981,0,2.830829924717862,2.9956355304126143,1963,18
1983,0,3.0174736247683738,3.114361784482043,1979,4
1985,0,3.0965657783370473,3.6050387744470127,2007,22
1987,0,2.54489451138614,3.25361895624102,2023,36
1989,0,2.8170497612642182,3.1552622136321196,2005,16
1991,0,2.7998926584756822,3.11410144546967,2005,14
1993,0,2.477385409876596,3.098373763691482,2009,16
1995,0,2.4679299364060325,2.7602883319740896,2003,8
1997,0,3.0574955893904687,3.1502895337482704,1983,14
1999,0,2.5192319447312257,2.9228944305713456,2039,40
2000,0,2.9785372829475096,3.4245858259946473,1981,19
2003,0,2.4679299364060325,2.845905930121524,1995,8
2005,0,2.6829804035686173,2.826147407631653,2025,20
2007,0,3.0965657783370473,3.5352125992818495,1985,22
2009,0,2.477385409876596,2.79276724689337,1993,16
2011,0,3.389128630981096,3.5333342120800935,1931,80
2013,0,2.1635196518318396,3.209291214580999,1483,530
2015,0,2.8721801436332584,3.0591956351002083,1305,710
2017,0,6.526101123541172,9.367925209746632,2207,190
2019,0,3.19499965830727,3.404080422483413,1995,24
2021,1,2.779190559797808,2.9670833347030228,2015,6
2023,0,2.535196851617812,2.8355626225551522,2003,20
2025,0,2.6829804035686173,3.241994786366578,2005,20
2027,0,2.956755193166414,3.203461949064812,1917,110
2029,0,2.156160995313288,3.03760021471991,1377,652
2031,0,3.0506090554748875,3.3954476836004113,1965,66
2033,0,3.0287271625872942,3.1898375071143876,1905,128
2035,0,3.184568074904014,3.5144797042474947,1907,128
2037,0,3.1254851263523347,3.295614254308397,1999,38
2039,0,2.5192319447312257,3.0749006329030344,1999,40
2041,0,2.937422739556169,2.995861256167069,2295,254
2042,0,2.9189622757249594,3.050115236150266,2127,85
2045,0,2.900061858880844,3.0677880151901755,2117,72
2047,0,3.192191016173624,3.4207635983514644,1493,554
2049,0,3.2515354179719873,3.4935879373442846,2357,308
2051,0,3.534789015699817,3.7103164422480504,2087,36
2053,0,2.158663517579133,2.663316076714589,2139,86
2055,0,2.797965244621209,3.33949752657666,2337,282
2057,0,2.702118623173276,3.0030984922472967,2221,164
2059,0,2.2504161407607275,3.1066723951601616,2257,198
2061,0,3.0063437839114004,3.283658453583847,2135,74
2063,0,3.014079923887912,3.3516372071596536,2301,238
2065,0,2.5604749605132238,3.3032574912125114,2103,38
2067,0,3.4253963289701774,3.7869975163863225,2053,14
2069,0,2.729770545612085,2.9553313120630653,2209,140
2071,0,2.848910677369337,3.4589153508341446,2193,122
2073,0,2.1491266639279383,2.9779408745885814,2193,120
2075,0,3.135460703633503,3.576960898389509,2197,122
2077,0,3.380131413973926,3.6166174083295717,2127,50
2079,0,2.126397724948086,2.5393396076626287,2293,214
2081,0,2.907646964878476,3.1971788051675243,2221,140
2083,0,2.8512035441484773,2.927854637030097,2345,262
2085,0,2.5118897435841103,2.836885336171742,2209,124
2087,0,3.2146706141413977,3.590825351285363,2047,40
2089,0,3.13061814290613,3.6258895883356175,2263,174
2091,0,2.950022040472748,3.4206246239842093,2209,118
2093,0,2.4047386859919357,2.68649164965851,2289,196
2095,0,2.494767289850045,2.926192024704887,2215,120
2097,0,3.407318221030118,3.544682244190116,2167,70
2099,0,2.124367863826765,2.6744577703580754,2313,214
2101,0,2.4060861886653133,2.816375864409299,2387,286
2103,0,2.5604749605132238,3.3786945429037543,2065,38
2105,1,2.8912363261714136,3.3109168057235108,2053,52
2107,0,3.8504004799521847,3.9609486196578723,2225,118
2109,0,2.8661934289977458,3.45376441723102,2227,118
2111,0,2.6237687911525747,3.3938707149702987,2145,34
2113,0,2.548220087073001,3.474691900512088,2093,20
2115,0,2.369293168098712,2.797666540878619,2257,142
2117,0,1.9883446110274974,2.3636971791349852,2127,10
2119,0,2.9259742092744276,3.1139199717204846,2277,158
2121,0,2.9525129103665897,3.220107635445885,2173,52
2123,0,3.612109909396686,3.9767284684623574,2069,54
2125,0,3.2889070030724863,3.43878864428489,2171,46
2127,0,1.9883446110274974,2.651639465804423,2117,10
2128,0,4.044274317311526,4.54231957499948,2383,255
2131,0,2.4658296021868678,2.7144900162466437,2148,17
2133,0,2.8747446874440516,3.2219590474795887,2169,36
2135,0,2.275493061913849,2.7984369274743797,2299,164
2137,0,2.8986919174960177,3.177024244187849,2301,164
2139,0,2.158663517579133,2.5660160631398186,2053,86
2141,0,3.2687642744526944,3.660926310814405,2301,160
2143,0,3.0332264955219457,3.4509059141947156,2246,103
2145,0,2.2770795684292824,2.90593799043847,2201,56
2147,0,3.2589207125534947,3.680291299022916,2257,110
2148,0,2.4114638092569183,2.65663558851659,2369,221
2151,0,2.5128150595764334,2.9876286351237247,2169,18
2153,0,3.6590491797588927,4.15461403860399,2283,130
2155,0,4.756827468703197,5.048072445733872,2089,66
2157,0,3.14990698166824,3.353664222443456,2357,200
2159,0,3.2405026042110334,3.5059538896505487,2268,109
2161,0,2.1676876599552184,2.5300319997708893,2319,158
2163,1,2.138425129919903,2.329543785579658,2057,106
2165,0,3.9979927665782466,5.702044608810291,2179,14
2167,0,2.3005596980936076,2.6580114234786913,2315,148
2169,0,2.5128150595764334,2.891769987311579,2151,18
2171,0,2.595768395789431,2.856019867158402,2299,128
2173,0,2.330177875838118,2.681140130116772,2139,34
2175,0,2.9334643480823304,3.1984329432892227,2319,144
2177,1,2.852288456213805,3.055672282213062,2069,108
2179,0,2.801888143214062,4.604823385777856,2251,72
2181,0,3.0779897130006484,3.2404034701007802,2313,132
2183,1,1.9982571242658334,2.52285594217834,2221,38
2185,0,2.9037156020752177,3.1538091018123726,2169,16
2187,0,3.2103151532434637,3.3922097009507133,2135,52
2189,0,2.7809159829123082,3.0595117305898603,2281,92
2191,0,2.675487824258102,2.895776150685655,2299,108
2193,0,2.1491266639279383,2.6061314585000543,2073,120
2195,0,2.890929849526791,3.1754076354184813,2161,34
2197,0,2.259561389379361,2.705166975080265,2323,126
2199,0,2.7874025639801943,3.121971718669918,2131,68
2201,0,2.2770795684292824,2.9734406634065076,2145,56
2203,0,2.943764929531505,3.232535826642007,2349,146
2205,0,2.819065791487626,3.2376930226883394,2227,22
2207,0,4.595367798397266,8.55805085415346,2367,160
2209,0,2.5118897435841103,2.7108943221019985,2085,124
2211,0,2.699749997791559,3.0320852965797083,2225,14
2213,0,3.1139643289417274,3.3700999487103074,2319,106
2215,0,2.185964265005557,2.656301725743676,2221,6
2217,0,3.272441335358919,3.468827521999187,2201,16
2219,0,2.705165929719055,3.046729409757275,2313,94
2221,0,2.185964265005557,2.5258221269901404,2215,6
2223,0,2.558832440058465,2.81503740097836,2335,112
2225,0,2.505363126548529,2.726937355412815,2315,90
2227,0,2.819065791487626,2.936855253069333,2205,22
2229,0,2.8872704862250003,3.2966644288128073,2361,132
2231,0,3.344351168552834,3.431467281247521,2381,150
2233,0,3.6817088789371777,5.281614493049416,2251,18
2235,0,2.6480637889498015,2.994511706908943,2127,108
